url, result, TBT, loadtime, docTime, fullyLoaded, bytesOut, bytesOutDoc, bytesIn, bytesInDoc, requests, requestaFull, requestsDoc, responses_200, responses_404, responses_other, chromeUserTiming.loadEventStart, chromeUserTiming.loadEventEnd, chromeUserTiming.domContentLoadedEventStart, chromeUserTiming.domContentLoadedEventEnd, chromeUserTiming.domComplete, connections,chromeUserTiming.CumulativeLayoutShift, chromeUserTiming.LargestContentfulPaint, chromeUserTiming.firstContentfulPaint, FirstInteractive, TimeToInteractive, chromeUserTiming.domInteractive, domComplete, renderBlockingCSS, renderBlockingJS, TTFB, html_bytes, html_request, js_bytes, js_request, css_bytes, css_request, image_bytes, image_request, flash_bytes, flash_request, fort_bytes, font_request, video_bytes, video_request, other_bytes, other_request
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230530_BiDc98_5Q3,10351,9363,9363,23921,651819,195660,2866234,1423185,235,235,69,194,0,41,9363,9467,5858,6366,9320,63,0.012946018,19578,2911,,,5858,9307,5,0,1898,79179,27,2032118,71,102229,6,182563,46,0,0,434748,3,0,0,35397,81,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230530_BiDcY7_5PZ,8909,7482,7482,21321,654381,193795,2860284,1416629,235,235,67,194,0,41,7482,7577,4075,4550,7445,61,0.012946018,17308,1755,,,4075,7430,5,0,502,79226,27,2032057,71,94444,6,182563,46,0,0,434748,3,0,0,37246,81,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230530_BiDcMV_5PQ,9345,6635,6635,21834,558089,177498,2823948,1414039,216,216,66,182,0,34,6635,6758,4293,4663,6616,60,0.012946018,2355,1283,,,4293,6603,8,0,448,99759,27,1998814,70,67024,11,179734,37,0,0,434748,3,0,0,43869,67,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230530_AiDc5S_5P3,8765,7152,7152,19856,616445,184861,2830512,1395996,231,231,67,190,0,41,7152,7237,3986,4359,7119,60,0.0136505614,16216,1791,,,3986,7113,5,0,711,77634,27,2014101,70,94444,6,178737,43,0,0,434748,3,0,0,30848,81,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230530_AiDcKY_5P0,8286,6389,6389,20942,556504,185099,3030904,1221704,213,213,71,184,0,29,6389,6470,2638,3201,6378,59,0.0139172815,2118,1186,,,2638,6363,12,0,425,62010,27,1900980,73,61269,13,549209,35,0,0,434748,3,0,0,22688,60,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230530_AiDc89_5P5,9434,7361,7361,22255,557855,217356,2838674,1414809,216,216,84,182,0,34,7361,7459,4257,4656,7350,60,0.012946018,2298,1173,21112,21112,4257,7341,8,0,421,99763,27,2013398,70,67024,11,179860,37,0,0,434748,3,0,0,43881,67,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230530_AiDcZK_5P8,9130,7034,7034,20481,553391,208634,2828247,1404441,216,216,83,182,0,34,7034,7143,4144,4533,7017,60,0.012946018,2327,1180,,,4144,7010,8,0,457,99751,27,2004939,70,67024,11,179860,37,0,0,434748,3,0,0,41925,67,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230530_AiDcB2_5PB,9046,6699,6699,21079,557438,168826,2819305,1394366,216,216,64,182,0,34,6699,6814,4274,4602,6688,60,0.012946018,2563,1437,,,4272,6679,8,0,729,97711,27,2013352,70,66984,11,162647,37,0,0,434748,3,0,0,43863,67,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230530_AiDcE4_5PJ,9813,7751,7751,23512,641895,185422,2832809,1402951,235,235,67,194,0,41,7751,7847,4092,4571,7707,62,0.013874699400000001,18378,1415,21700,21700,4091,7699,5,0,529,79194,27,2004740,71,94444,6,182437,46,0,0,434748,3,0,0,37246,81,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230530_AiDc2G_5P1,9589,7598,7598,22222,557846,181677,2819529,1395198,216,216,69,182,0,34,7598,7703,5197,5595,7576,61,0.012946018,2977,1663,21204,21204,5197,7561,8,0,829,97660,27,2012956,70,67643,11,162647,37,0,0,434748,3,0,0,43875,67,
